F_UserName,User_nIdx,F_Comment,Comment_nIdx
Venus长板,1609,还有一个toz[二哈],3305
Pancras_Loe盧鵬州,2477,荒野之息＋尼尔＋鬼泣＋龙之谷,3306
初时雨花落时,2561,2b了,3307
芙拉_flouri,184,那个弓箭手起手姿势完全照抄龙之谷了,3308
kono元宵哒,2482,爬墙刺客信条,3309
洛苏书,1915,还有尼尔,3310
抗压王兜兜,1433,还有鬼泣,3311
UngIlRimOvO,2087,我觉得relink比这个屌一点，这个是下位版吧[doge],3312
一大颗大桔子,444,那个蓝色的龙的翅膀总觉得很像风漂龙…,3313
双生喵,745,还有情热传说系列[doge],3314
薛定谔的摸鱼佬,2577,relink暴死了 所以我米哈游这不算抄[doge][喵喵][doge][doge][doge][doge][doge][doge],3315
Niflheim-Prime,1048,+10086，战斗部分龙之谷的既视感比荒野还强,3316
别难为狗了_,1437,你们连个pv都不想自己做吗？,3317
是香音酱哦,2263,俺也确实不知道开弓能有几个动作了，真路人，看了塞尔达pv，有个龙之谷20级的号，感觉这三个玩意儿都他妈一个样。特别是龙之谷那个小怪和这几个。,3318
轰隆隆的乌云啊,2314,哈哈哈  是大部分技能动作和光效都照抄龙之谷了,3319
一大颗大桔子,444,"饱和度太高了, 刺眼",3320
Leotmo,2211,真的像 第一个想到的就是这个 但是渐变的配色没有风漂龙好看,3321
三倍速的夏亚,1039,毕竟relink实机演示都出了几波了,3322
11223344八甲基环丁烷,49,四风守护是什么我不太懂，四风连打我是知道的[思考],3323
千树Erk,536,吹爆陈老师的配乐！！,3324
木凫连个洬,503,[太开心]我是穿越回来的人，音乐抄袭的建议和伦敦爱乐乐团对线,3325
TwilightRainbow,1658,可惜妈死了,3326
酒里一碗鱼,1881,是啊，没有最终幻想的水晶序曲在里面就完美了,3327
银鹭与零食,2471,草死,3328
仁与梦,351,音乐塞尔达，摇篮曲,3329
白玦,70,音乐真的棒！,3330
千树Erk,536,[doge],3331
银白色的咲墨,978,抱歉，点错了，不碍事[笑而不语],3332
千树Erk,536,是的，本来音乐就不是抄袭。。。不过老哥你回复我干啥，我是站音乐不抄袭的啊[笑cry][笑cry]你应该去回复其他人啊[允悲],3333
银白色的咲墨,978,官方扒过谱了，证明不是抄袭谢谢,3334
千树Erk,536,那倒不一定,3335
私设光激推bot,1640,抄东西非得一模一样才叫抄是不是？,3336
千树Erk,536,啥道理啊[嘻嘻]求科普,3337
私设光激推bot,1640,你管我学什么的[嘻嘻]是个人都该懂这个道理,3338
千树Erk,536,艾玛看起来您很懂呀[嘻嘻]学法的还是学音乐的？给我科普科普呗？,3339
私设光激推bot,1640,很好很好嘛[嘻嘻]听起来像就不算抄袭，你非得一模一样才算抄是不是？,3340
千树Erk,536,谁的妈 ？你的？,3341
千树Erk,536,官网那个吗？听起来像而已。。。不是一首曲子- -,3342
千树Erk,536,？这咋就摇篮曲了。。,3343
千树Erk,536,必须的！！,3344
太原俊后生,1371,我是比较期待这款游戏的，希望米忽悠自重，不要像崩坏三那样，又氪又肝。,3345
魏酒酒酒,2611,ch比较重要[二哈],3346
-Keo-,892,这攀爬动作，这游泳动作，这滑翔翼，这机械敌人的瞄准方式，这草原的燃烧效果，你跟我说这是借鉴或致敬？国内的某些游戏工作室真是烂泥扶不上墙，原创就这么难？,3347
邱赵琳,2794,哇，那你眼睛呢？,3348
雨天日想,2779,现在再看看 真的是烂泥扶不上墙吗？,3349
沛县这个老六,2786,你能做出来？,3350
沛县这个老六,2786,好玩就行呗管那么多干啥,3351
就是诚明呀,1401,请问，你现在脸疼嘛,3352
下饭的奕泽,2785,笑死，任天堂都说了没有抄袭,3353
江小伟W,2489,？,3354
一直用塞班不会玩安卓,418,好了他现在上了switch这你可咋办[二哈],3355
Aeakoy,2423,群号发一下，有钱一起赚钱呗[doge],3356
微枫de叶,1142,不我觉得挺好的至少能让我玩到手游版塞尔达我很开心,3357
郑萝北,569,说原神抄塞尔达的都瞎了吗,3358
舒大帅好吧_427,721,原神牛逼！我永远挺米哈游！！！,3359
窝跌,2390,育碧=致敬 米哈游=抄袭？,3360
当中二病遇到文与艺,2553,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”[吃瓜][吃瓜][吃瓜]",3361
垂死病中惊坐起感觉自己萌萌哒,1717,你们这些人太牛逼咧，去搞搞美国不行么，非得窝里斗。人家两个公司干，你们闲得蛋疼的起哄。卧槽，我真是无语[无语][无语][无语],3362
只字恒,1860,为什么就一定要纠结这么多呢，玩个游戏而已重点是给我们放松，反倒是各个平台搞得现在吵吵吵自己心里都不好受,3363
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米忽悠给过。劳资就是米卫兵，你过来拿键盘拍死我啊。（模板给你们了，都是投资人，说话嚣张点）,3364
配角_1900,2357,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”[吃瓜][吃瓜][吃瓜]",3365
吾乃是中二病患者_369,1428,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”[吃瓜][吃瓜][吃瓜]",3366
斯卡蒂_Skadi,1293,补充一下，游戏中怪物的营地，哪怕弄个帐篷都好说一点，骷髅头照搬。我服,3367
千枫枼,2751,呵呵呵呵,3368
非洲雷姆,2648,你行你上,3369
徐小夏在夏倦,373,这攀爬动作我以为我玩错了游戏,3370
这里素你不认识的人,654,原创确实难，中国原创的游戏出名的有几个？,3371
月色真美你真皮,1935,你这个人怎么拿肉和粪比呢,3372
白竹sugarbbb,2281,B站大佬有干货需要我给你们发吗,3373
阿西_Ace,1751,一群吃瓜群众讨论问题起来觉得自己和专家一样,3374
ThatsallGeek,583,搞错了吧，复制的一模一样才是技术高超的证明啊！,3375
曾几何时的乡巴佬,28,原创还真的很难，而且容易暴死，唯有抄袭最安全。,3376
雨蠢的雨,2060,憨憨们都说如有雷同纯属巧合，我还能说什么呢,3377
Lost_2021,116,都是一群没有玩过塞尔达的人才说，塞尔达抄袭原啥来着……掩耳盗铃的悲哀。,3378
山野一井,1556,有些人是没玩过好游戏 也不配玩好游戏[嘻嘻],3379
荒野之息2什么时候出,1431,米小将说说为什么开头也要用被人叫醒然后俯瞰世界?你别告诉我这也是“没办法”嗷,3380
没听说过的枪匠,1165,要不咱们不送PS4，送一个NS怎么样[狗脸],3381
桐谷和人39467,1995,但是原创动作大伟话感觉真没什么动作好创的……难不成爬个墙还整些花里胡哨的转圈什么的沙雕动作吗……,3382
桐谷和人39467,1995,游戏渲染风格的话米忽悠大伟游戏一直都是这个样子的你去崩三把对比度拉高就知道了，但是宣传片真的太像塞尔达了……我用朋友大伟ns玩过……宣传片是过分了点……,3383
假面马男,2095,说实话，玩家越吵的凶，热度就越高，工作室就更高兴,3384
Anskil,1349,建议米哈游直接起诉任天堂[文明遛狗],3385
世界遺產兔子柴,903,这楼洗地洗的厚不要脸,3386
寒冰长夜,1742,游戏动作改成娃泳，滑翔翼直接改成单手，而那瞄准唉，射击角度是不会改成影视剧中的瞄准吗，真怀疑动作这么弄的,3387
LingRxX,224,这攀爬动作像怪猎……不过好像都差不多啊,3388
ulastering,2171,#塞尔达抄袭原神#,3389
只有红茶可以妈,1821,越看越气 欺负我们中国人太善良？任天堂这种小作坊都可以为所欲为了？！[二哈],3390
吴亚为,429,原创不难做，问题你有钱吗？,3391
风起鹤归--xj,2784,因为我玩的时候就是这样的啊[憧憬],3392
EJoachim,2793,你要相信米哈游的实力[打call][打call]，我来自2022.3.5，他们已经在计划研究可控核聚变了，如果成功的话就是造福人类级别的贡献。,3393
廷廷且重开66,527,恁这番话给我整笑了,3394
鲁迅39712,2735,您玩过吗？,3395
鲁迅39712,2735,米哈游就出过几个游戏，哪来的钱？,3396
老阔疼66962,2527,群号发一下一起赚钱[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],3397
徐小夏在夏倦,373,？？我和你很熟？,3398
王赵刚12138,2522,把你塞尔达 剧情讲讲来  有几个人物？,3399
可怕的喵2333,1273,您高贵，您配，行了吧,3400
-Chariot,2105,花钱买个ns 自己好好体验体验 然后再说到底是谁眼瞎了,3401
M醉梦16026,2640,给过没好的，普遍超不过88。,3402
舒大帅好吧_427,721,你傻呀，tx没给过他们周边零食。可是人家给了钱了啊！！哪像我们一个个被米忽悠的零食打动被崩崩崩的剧情搞的眼泪哇哇的，啥都没有跑到这边来支持原神，我特么不管了，我就是喜欢米忽悠，你们来骂我呀！！！,3403
760782掌缘生灭,1550,厚葬友军,3404
斯卡蒂_Skadi,1293,没有眼睛嘛？,3405
死鱼眼的扑腾,1121,腾讯直接抄游戏代码怎么不喷？这都能压下去，就欺负米哈游是个小厂吗？游戏都这么多，不都是在前辈的道路上再开辟出一条新路？IGN都表示不理解你们怎么这么会喷，,3406
理想主义萨宝,2739,需要，我很需要,3407
理想主义萨宝,2739,不知道多少个游戏的敌方标志是骷髅头，非找原神的麻烦？,3408
理想主义萨宝,2739,我怀疑你在反串黑,3409
理想主义萨宝,2739,这是某家游戏公司的专利吗？,3410
饱饱的希希的机智哥哥,338,这么久还有米卫兵前排护主真是牛逼,3411
工乀丂,2302,UI一样？我觉得你是瞎了,3412
仄丘月落,1703,头回见到说腾讯网易缺资金要发展，发展完才能做出好游戏的人[doge]腾讯网易什么尿性你没点数嘛，双标捧一踩一真的秀啊,3413
天天天天文学,2434,还不是隔壁鹅厂等看米忽悠赚钱 不爽了呗,3414
浅夏微凉51164,2733,你是要抱枕呢，还是耳机呢，还是零食呢，还是文件夹呢？[笑而不语],3415
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米忽悠给过。劳资就是米卫兵，你过来拿键盘拍死我啊。,3416
廷廷且重开66,527,？？？？？？你有病,3417
廷廷且重开66,527,一开始你说“可以做原创但是没有钱”结果你又说“有钱就可以做原创？”米卫兵牛批,3418
吴亚为,429,所以說你腦袋有問題，我哪裏説過沒錢就可以抄襲？難道不是你腦補的？,3419
廷廷且重开66,527,不知道是谁有病？,3420
廷廷且重开66,527,？？？没看懂你脑回路....没钱就可以抄袭？,3421
云起衣飞扬777,2743,我就在找这句话，光明圣经啊哈哈哈,3422
银白色的咲墨,978,然后呢，没的喷了吧（｡ò ∀ ó｡），现实压力大不要都带到网络里，对线只会让你头疼。[笑而不语],3423
吴亚为,429,你的腦袋有病還是斷路太久？做原創不難，你有錢嗎？有錢就可以做原創。有問題？,3424
廷廷且重开66,527,问题是难道米哈游没钱做原创？,3425
银白色的咲墨,978,你如果不信点开看看啊？怂？,3426
银白色的咲墨,978,看动态就知道是不是本人的喽。当然你要是沉迷对线肯定是没心思看，不光浪费对线喷人的时间，还打自己脸。,3427
银白色的咲墨,978,君子坦荡荡，小人常戚戚，我一三年以后混QQ，混到16年混B站，不信的话我QQ和B站ID都发给你啊？QQ1837391447  B站UID:170022824不服可以来喷我谢谢,3428
银白色的咲墨,978,抱歉，之前那个不好用了，给你补一个,3429
银白色的咲墨,978,您如果真想喷，请给出理由，以及抄袭的证据。如果有的话，我马上闭嘴，还可以发微博道歉，但是前提是你能拿出来。另外我补充一点，作为同类型游戏，借鉴是不可避免的，如果借鉴就是抄袭，那世界上只有俄罗斯方块了。,3430
银白色的咲墨,978,从头到尾，你就没提举报，而是让我换大号。我可以跟你说我就一个号，你信吗？其实你就是怂，不怂就把要举报的提交上，原神完蛋，米哈游倒闭，岂不美哉？[笑而不语][doge][笑而不语][doge],3431
银白色的咲墨,978,大号又大号，大号又大号，都快十个大号了老大！你想我怎么样？天天提醒自已是米卫兵，连做梦的时候都说放下枪，我是米卫兵！[笑而不语],3432
银白色的咲墨,978,我号除了看主播的沙雕日常外不干别的，你还能喷死我？,3433
银白色的咲墨,978,再说我2018年的黑历史你是没看见是吧，还借尸还魂死人号，整的跟是个人就得天天发微博，不发微博就是死人号。,3434
银白色的咲墨,978,我真的不怎么玩微博，留点口德谢谢,3435
银白色的咲墨,978,米哈游六月八号才招的公关[doge],3436
银白色的咲墨,978,呢，照您说的，换完名改完头像，现场表演一下吧，顺带一提，这是实名举报，虚假举报要负刑事责任的有DA☆ZE,3437
银白色的咲墨,978,请，,3438
Liebriel,2690,没你们多，你们那边有tx代理了，恰钱肯定不少吧？我这边就惨了，帮大伟水半天只给我三个皮肤，还需要肝[允悲],3439
Liebriel,2690,我笑了，这么熟练？看来你恰钱不少啊……确认没错，是个老任假粉，你觉得是任天堂有钱还是米忽悠有钱，恰钱更有可能是你们吧？什么？你说任天堂哪用干这种事？都说了你是个假粉了，任天堂被tx代理了不知道？,3440
山野一井,1556,兄弟恰了多少烂钱[嘻嘻],3441
心碎下雨夜,1613,给你妈来一下,3442
manami的吉他,1512,所以你觉得米哈游是属于钱少的还是属于没钱的 建议你了解一下米哈游这个公司再来装米卫兵,3443
吴亚为,429,没钱做不了，钱少也是钱。太极团队少钱，不等于没有钱。,3444
吴亚为,429,跟你斗嘴没意思，我们都是厌恶抄袭的。你仅仅停留在鄙视抄袭上面，而我花自己的时间，钱，精力在做原创。我目前遇见的最大问题就是缺钱。所以我说原创需要钱，有错？,3445
manami的吉他,1512,所以没钱也能做原创啊,3446
吴亚为,429,你的逻辑很搞笑，我只是原创需要钱。没说有钱的都会搞原创。你去问问太极他们团队，缺钱让他们多痛苦。再去问一下他们有没有去筹钱，找资金。那些核心成员是不是把自己的钱投进去了？,3447
manami的吉他,1512,所以您还是没正面回答我的问题呀 第一 米哈游到底缺不缺钱 第二 太吾绘卷缺钱 人家为什么原创 这两个问题不解答你的论点不成立鸭,3448
吴亚为,429,告诉你做原创也好，抄袭也好都需要一种东西，那就是钱[钱]。离开了钱什么都做不成。有本事你不花一分钱帮我做一个原创游戏。看看我微博，我对抄袭是十分厌恶的，当你自己在做的时候你会发现，创新也许会有局限。但是没有钱就没有模型特效资源，没有音效，没有服务器什么都做不出来。,3449
manami的吉他,1512,不好意思你做不出原创的原因可能是因为你做不到而不是没钱 你跑不过刘翔是因为你能力不足而并非没腿 你想靠你总结的总结的经验说服别人 可是你的经验是失败的经验 有什么说服力呢,3450
manami的吉他,1512,鲁迅写书的时候有钱吗 达芬奇画画的时候有钱吗 面筋哥登上梦之声唱烤面筋的时候还在捡破烂 太吾绘卷这种优秀的国产独立游戏登上steam之后制作组还在因为盗版的缘故每天亏损 他们都没钱可他们都是原创都值得尊敬 况且米哈游靠崩崩崩捞的钱都已经够做十个太吾绘卷圣女战棋 那么原创就必须有钱成立吗,3451
吴亚为,429,爲什麽 你們都喜歡做聯想呢？我只是說有錢就能原創。回答評論的問題。,3452
manami的吉他,1512,别呀他们这种土炮可能都不知道去哪买ns买了可能也不会开机 网上淘宝个手柄套手机上去往和平精英就好了,3453
manami的吉他,1512,挣钱也不难 那难道因为没钱就要去偷吗,3454
PhoenixKira沈超,344,[偷笑] 你2个视频叠加 透明度百分之50 你会发现 动作都是一样的 这个还不算照搬算啥  原创喽,3455
荒野之息2什么时候出,1431,你眼瞎低能儿看不出抄袭我也没办法咯，毕竟你是脑瘫米小将嘛[太开心],3456
Y口十子,7,动作有必要全部照搬？走路姿势也有必要去抄尼尔？自己做一套不是原创？那你告诉我什么叫原创？,3457
吴亚为,429,抄袭游戏有啥好说？,3458
为你著缨,2142,这不是讨论原神事件吗？,3459
吴亚为,429,餃子思維？ 我說的是有錢就能做原創，但是米忽悠有錢也不做，跟我說的有矛盾？,3460
为你著缨,2142,米哈游没钱吗[吃瓜]天天ios榜单,3461
卢飞e72139,1913,去看一下2017年老任的塞尔达拿了多少个奖，你个什么鬼都不懂的人别章口就来好吧，任天堂是3d游戏教父，它要是小作坊，那米哈游就是一坨屎[鄙视][鄙视][鄙视],3462
凉风Youx1n,2035,就单单只有你说的这两个抄了吗？,3463
Rayn2_Dawn2,1262,不就是用你《铁憨憨是怎么炼成的》抄的吗？[嘻嘻],3464
透kun,1314,我们现在不就是在抗议了吗，舆论的力量远比你想象的大，不然怎样，和你一起洗地吗？,3465
杭电李相赫,2089,笑死我了 群号多少,3466
有德79,1930,那还能怎样，要跑到米忽悠哪里立横抗议啊,3467
透kun,1314,？？？？？？？？？？？？？？？？？？？？？那还蛮厉害的，“像就像”就一笔带过了,3468
有德79,1930,相似就相似嘛,3469
timelorddoc,1859,您去玩玩塞尔达就知道原神到底抄了多少了,3470
默默依风,266,特色應該還是有的，現在才測試初期就那麼多說抄襲的，那只能說米哈遊招的測試人員很有針對性了,3471
透kun,1314,我觉得所谓“借鉴”可以有，但是要有自己的想法，你可以在现有的基础上加上你自己的想法，发展成你自己的游戏类型。这次为什么反响这么大？就是因为大部分旷野玩家，光是看pv就找到了贼多一毛一样不带改的东西。你看近期新游，明日方舟为什么火？它的塔防类型也不是它自己创造的，但是它有自己的想法,3472
透kun,1314,我觉得这个真可以构成抄袭……不嗦别的，你看pv，连场景的贴图画风都高度一致，物品栏和物品拾取几乎是直接套用，一样的攀爬动作、还有矿业之息开发的化学变化系统（可以百度一下，就是比如拿火把点苹果会变成烤苹果、三块草点着可生成上升气流）还有大部分场景……等等等等。,3473
透kun,1314,兄弟，已经出来了，为什么突然这个突然炸出来？就是因为已经开放内测了啊？为什么引起讨论，因为真的超大面积的高度一致啊？,3474
有德79,1930,你还不如等出来再说，现在说有p用,3475
默默依风,266,所以这个怎么说？感觉说抄袭那也太绝对了，要是真的是自己做的那说抄袭估计以后国内再出类似的肯定也和抄袭挂钩了ヽ(ー_ー )ノ,3476
透kun,1314,至少要自己想法吧？你这个搬家公司搬过来连个房型都不带换的？,3477
透kun,1314,那也不至于高度一致吧？你玩个moba游戏角色行走图都不一样的好吧？别说这基本按帧抄,3478
透kun,1314,兄弟，还真是，这是塞尔达开创的，不知道你有没有听过万物起源塞尔达，连3d游戏都是塞尔达开创的，还有怪物自动瞄准，我觉得大家竞争发展是好的，这个一致程度，你就算是个论文你都过不去，兄弟？,3479
透kun,1314,兄弟，这都高度一致了，就差主人公改改直接叫塞尔达续作了，还在洗地呢？,3480
可以去你问,1923,连民间高手都算上了。,3481
不高兴的unhappy,668,买个NS玩玩塞尔达，体验一下什么叫好玩的游戏，说不定最后算算会发现比玩这氪金游戏还花费少些……支持国产游戏没问题，但是我觉得至少是古剑奇谭3这样的游戏才值得支持！,3482
D0uble_CheeseBurger,362,废渣照搬gt？你玩过这两个游戏吗，就因为都是赛车游戏？,3483
饱饱的希希的机智哥哥,338,行吧行吧，洗地的逻辑是真的厉害,3484
吴亚为,429,你的邏輯綫怎麽來的？你這種邏輯跟 “我喜歡狗”，“凴什麽你討厭貓”簡直一模一樣。,3485
饱饱的希希的机智哥哥,338,没钱可以想办法找投资，也可以不做这行，没钱就抄就跟没钱就去偷去抢是一个道理[吃瓜][吃瓜][吃瓜],3486
吴亚为,429,他問做原創那麽難嗎？我會的不難，有錢就能原創。沒錢就抄不知道你哪裏來的邏輯連接綫？我做了兩年的游戲原創，總結的經驗就是要有錢才能做原創。請問有什麽問題？做東西需要時間需要精力，但是如果沒錢就説明都做不成，沒錢靠愛心儅飯吃？靠信仰姐姐衣食住行？,3487
饱饱的希希的机智哥哥,338,和个别动作无关，是从比如滑翔翼，料理，炸药，刷希卡之石的台子，甚至UI都高度同质化，这公司是真的，抄的毫不掩饰,3488
饱饱的希希的机智哥哥,338,没钱就抄？这逻辑可以[作揖][作揖][作揖],3489
饱饱的希希的机智哥哥,338,mh是固定位置攀爬，米哈游的问题不是某个动作一样，而是整体的效果。滑翔翼，料理，射箭的时候箭头的火花，炸药，甚至UI都一样就有点太过分了。让玩过塞尔达的人能一眼看出的高度同质化。,3490
PhoenixKira沈超,344,有点一样嘛？ 不是把人物换了塞尔达 就完全一样嘛,3491
洛书_Anson,124,再看看ui？,3492
G战车大肥肠_MFFL,848,体育类游戏你也能拿出来？逻辑爆炸？现实中有塞尔达？,3493
Rayn2_Dawn2,1262,知道，2k照搬EA NBA，废渣照搬GT[嘻嘻],3494
G战车大肥肠_MFFL,848,知道什么是照搬吗？,3495
Rayn2_Dawn2,1262,如果玩法还有抄袭一说，那所有的FPS抄袭《德军总部》，所有的RPG抄袭《D&D》，所有的RTS抄袭《机甲指挥官》[嘻嘻],3496
G战车大肥肠_MFFL,848,如果玩法照搬都不叫抄袭那什么叫抄袭啊？,3497
凯伊酱被爆破了,2114,精力条？苹果？射箭特效？这也要抄？,3498
HA_HA_HA-,939,这叫有点一样？,3499
吃了萤火虫会发光吗,667,的确，抄的还不如4399画质，这就是国内游戏厂商,3500
有德79,1930,既然你说抄，那你你看看那个美工,3501
吃了萤火虫会发光吗,667,好的老哥，那就看pv来说和塞尔达游戏方式就是一样的[嘻嘻]不讨论了哈,3502
吃了萤火虫会发光吗,667,说的是啥啊，这原神不就是吗，玩过塞尔达的都能看出来，神兽，伞，还有燃烧草原产生上升气流等等.我觉得没啥好洗的，抄了就是抄了，只不过老任懒得理这种抄袭公司而已。,3503
有德79,1930,我什么时候说外国游戏少点,3504
有德79,1930,我可以说，玩法一样不等于抄袭，内容一样才是抄袭，你可以找迷你和我的世界做参考,3505
有德79,1930,好的独立游戏是很多，但你想想，他们是花了很久的时间来打磨，不是我们这些就几个星期弄好的快餐游戏,3506
吃了萤火虫会发光吗,667,另外老哥不知道米哈这个公司？崩三也是抄的[嘻嘻]和原作对比动作招式完全一样[嘻嘻],3507
吃了萤火虫会发光吗,667,那老哥既然玩了这么多游戏，还说国外游戏少的话，那我们就别讨论了吧没有意义[嘻嘻],3508
吃了萤火虫会发光吗,667,ns上少了点，ps4上大部分游戏都有pc移植版，国外好的独立游戏很多,3509
有德79,1930,你说我没玩多少游戏，你看看我steam仓库烂橘子仓库以及育碧仓库再说,3510
有德79,1930,你以为每个人都能玩得起主机啊,3511
吃了萤火虫会发光吗,667,兄弟我真不和你说了，因为从你回我的来看你真没玩过几个游戏,3512
吃了萤火虫会发光吗,667,fps.....？你先多玩点其他类型主机游戏吧，塞尔达和异度先玩了再说别的吧,3513
有德79,1930,你数一下，现在国外原创的有多少,3514
有德79,1930,我玩那么久fps，我对游戏的原创不了解？,3515
吃了萤火虫会发光吗,667,那老哥你玩的游戏有点少吧,3516
有德79,1930,国外的原创对游戏也改变不了多少,3517
L_Wanna,1408,您玩过塞尔达吗,3518
吃了萤火虫会发光吗,667,那我寻思国外咋这么多原创呢[疑问],3519
继续我的征程,2167,我300多小时塞尔达啊[嘻嘻],3520
Rayn2_Dawn2,1262,怎么？玩过塞尔达就不能说人话？反倒你们哪儿来的蜜汁优越感，我全平台玩家都没啥感觉[吃瓜],3521
马切洛洛洛洛洛,2172,我不信玩过塞尔达的人会说出这种话，别来恶心人,3522
世界遺產兔子柴,903,你别问我啊，这又不是我做的游戏[嘻嘻]但凡玩过塞尔达的人一眼就看得出来一样是不争的事实。,3523
继续我的征程,2167,那我问问你，还有别的动作可以原创一下？遁地，飞天？,3524
阿熊爱吃瓜,2411,又不是说攀爬不要用手爬，只是连频率什么的都一模一样，别的游戏有攀爬的怎么就没人说抄袭就说了原神呢[吃瓜],3525
不阳光宅男_Dmy,1344,哈哈哈哈哈哈，看得我想笑啊兄弟,3526
月亮上的银杏树,2219, 小作坊可还行,3527
桐谷和人39467,1995,但要是没有爬墙的话上高的地形……难道用大轻功？算了等内测看看是不是全抄了……,3528
暗影施法者-,1638,没钱就要抄袭？你傻卵二次元真实嗷,3529
毂辘毂鲈,1554,射箭瞄准，草原燃烧，盾反效果，射箭效果，野怪攻击方式,3530
papapa肥猫,2227,拉我进群 有钱一起赚,3531
积乱云的涂鸦,1254,就好比英雄联盟出了个英雄蜘蛛技能是咬人，吐丝，吊天上，王者荣耀后来也出个蜘蛛，技能是咬人，吐丝，吊天上，别人说这技能看着都一样，你说蜘蛛咬人吐丝吊天上还能有什么不一样，咬人还有什么特殊咬法吗,3532
鵺之梦,145,那你觉得所有游戏的奔跑，走路，甚至是你自己的走路都做都跟塞尔达一样呢？那你岂不也是没有原创能力，来个不一样的走路,3533
积乱云的涂鸦,1254,这就是没有想象力不能原创的人的思维吧,3534
吴亚为,429,有钱就能做，米哈游有钱但是他不做。,3535
恶犬恶犬,1594,钱不难赚，去抄别人的东西就能赚卖妈钱了,3536
Rayn2_Dawn2,1262,那你能说出这种话我估计你也只是个喷子[吃瓜]做过游戏吗？玩过游戏吗？少在这里给我bb[吃瓜],3537
马切洛洛洛洛洛,2172,能说出这种话我估计你也是在撒谎,3538
丨慕雪,1849,爬墙游戏可真不少[黑线][黑线],3539
-Keo-,892,这不是爬墙用什么动作的问题，而是你为什么要加入爬墙，明明爬墙这个系统跟整体的世界观格格不入，强行加入爬墙，还有滑翔翼之类的要素，这完全就是不加思考的照搬别的游戏的特色系统,3540
Rayn2_Dawn2,1262,哦，我还真玩过，时之笛，风之杖，旷野之息都玩过，我觉得还好啊，只是风格近而已，玩法又不一样[吃瓜],3541
樱岛麻衣厨丶,2516,[OK],3542
黑暗膜法大祭司,1298,你玩过塞尔达就不会这么说了，市面上相似的游戏多了，但是我第一次看见这么不要脸的,3543
走运的猫,51,唱，跳，rap，篮球[二哈],3544
樱岛麻衣厨丶,2516,？,3545
鵺之梦,145,你来一个原创的攀爬动作，不要用手爬？,3546
樱岛麻衣厨丶,2516,那是我孤陋寡闻了，宁能举例几个吗？,3547
薛定谔的摸鱼佬,2577,[嘻嘻][嘻嘻][嘻嘻]你去查查米哈游到底多赚 再看看一般原创游戏工作室能赚多少 在滚回来讲这句话想想米哈游到底是想赚钱还是想做游戏,3548
樱岛麻衣厨丶,2516,腾讯那么有钱也没啥原创啊[嘻嘻],3549
404winds,2669,铁憨憨，答应我，别秀人类的智商下限好吗?我给你发红包,3550
Zzzeppelin,364,是什么让你产生了米忽悠赚的钱少的错觉?,3551
笑傲江湖李站长,1697,没钱就能抄？,3552
闻人琅,1597,没钱就能抄袭拍，佛了[作揖],3553
吴亚为,429,我只是在回答他的问题，有钱就能做原创。,3554
永冻豪宅,46,什么时候为了赚钱而抄袭都这么理直气壮了,3555
吴亚为,429,我说的是有钱的不原创，能原创的没有钱。,3556
岸边露全,2101,讲个笑话，崩坏三不赚钱,3557
Canyougivemeonelastkiss,765,没钱就是抄袭的理由了[疑问]而且米忽悠不赚钱[疑问],3558
穷苦人63,2502,讲个笑话，崩崩崩不赚钱[二哈],3559
半音18,2437,一个季度几亿的流水 你说他没钱[疑问],3560
-Keo-,892,这么大个项目，平台包括手机、PC和PS4，你觉得他们缺钱吗,3561
ReIKiTsuNeNeGi,200,   手机玩家的钱真好赚？,3562
哦伊哇伊伊,1549,塞尔达传说旷野之息pv3？[费解],3563
彷徨的向日葵,508,现在呢？,3564
菠萝198608,2702,这层楼里面有人玩过塞尔达吗？,3565
万里的追寻者41043,2594,节奏别带了,3566
热带雨林Ambition,2297,他不配和塞尔达沾边,3567
先自罚一顿火锅,1334,超低配么。。。,3568
我能放一车的鸽子,2782,您的评论得到我的肯定，攻击力也是上乘的[doge],3569
彷徨的向日葵,508,[汗],3570
oO土豆泥O,2409,这……有些地方一摸一样吧,3571
雨天日想,2779,再看看[doge],3572
万里的追寻者41043,2594,看pv看不出什么，要等公测，喷也得游戏出来了在喷啊[笑而不语],3573
callme_Joker,802,有些?,3574
-aoiyama-,1766,自信点，把“吧”去掉,3575
忘玩,1372,这是来蹭塞尔达热度的嘛[doge],3576
就叫青医生吧,1035,完全一样dou x,3577
墨稻梨殇,1495,一群云玩家在这里看几个up主的视频就在这里作妖儿哦 笑skr人[doge],3578
不会编曲的小菜月,2017,碧蓝幻想relink，海之号角2感觉画风都属于塞尔达卡通画风的，也可能是因为很多玩家喜欢这种画风的游戏吧！,3579
倾城恋怀,2262, ,3580
钱德乔伊罗斯看球赛,1699,其实很多游戏都走这类画风,3581
脑浆蘑菇汤,1483,没错，就是一模一样[喵喵],3582
